0IL9, 41.85475152, -88.78730804, 879.92
0IN1, 38.50004733, -87.59585694, 399.93
0IN2, 40.82782488, -85.08608043, 834.97
0IN3, 41.11670718, -86.66667849, 704.07
0IN4, 41.12782661, -84.94718805, 750.00
0IN5, 38.32895424, -86.0335815, 799.87
0IN9, 37.99310077, -87.95141771, 390.09
0IS3, 41.66083351, -89.69361126, 629.92
0IS4, 39.76253461, -88.67145538, 669.95
0IS5, 38.93449076, -89.62508842, 595.14
0J0, 31.60016689, -85.2388224, 467.85
0J4, 31.04247496, -86.31156117, 313.98
0J6, 31.36416938, -85.3119278, 355.97
0J8, 29.61802214, -82.50871941, 84.97
0J9, 40.86783338, -97.35421121, 1584.97
0K6, 36.1598612, -95.58019459, 609.91
0K7, 42.73608349, -94.24524173, 1092.85
0KS0, 38.63334239, -95.92526704, 1180.12
0KS1, 39.21666551, -95.3371945, 1100.07
0KS2, 38.56001247, -95.30914173, 1044.95
0KS3, 38.56667876, -95.36692098, 1120.08
0KS4, 38.80833775, -95.59886992, 1089.90
0KS6, 37.4522417, -97.31782258, 1240.16
0KS7, 37.69279126, -97.88644239, 1450.13
0KS8, 37.38249991, -95.37472218, 950.13
0KS9, 37.51585297, -96.91975594, 1330.05
0KY0, 38.62277784, -84.77888882, 890.09
0KY1, 36.76555563, -86.61833346, 503.94
0KY4, 37.56444454, -87.08194435, 426.84
0KY5, 36.81249999, -86.37499988, 600.07
0KY7, 36.63611122, -88.99861112, 359.91
0KY8, 37.1172224, -83.73611122, 850.07
0L4, 37.48576663, -117.1909082, 4684.06
0L5, 37.71798894, -117.238411, 5680.12
0L7, 35.76827243, -115.3296389, 2832.02
0L8, 39.07500565, -94.50634182, 779.86
0L9, 36.31108884, -114.4638669, 1535.10
0LA1, 30.22936296, -90.97343355, 15.09
0LA2, 30.2779723, -90.96315578, 17.06
0LA3, 32.74931945, -93.87348622, 279.86
0LA9, 30.58629725, -90.8614862, 74.15
0LL0, 42.26472214, -88.72999996, 783.14
0LL1, 39.09421362, -90.31344697, 604.00
0LL2, 40.7389281, -90.38068324, 700.13
0LL3, 39.05504733, -90.34205809, 613.85
0LL4, 41.41920034, -89.12313893, 664.04
0LL5, 40.11003356, -88.07837337, 674.87
0LL6, 41.69836298, -88.60757724, 709.97
0LL8, 40.83055571, -88.37666675, 664.04
0LS0, 29.7497223, -90.7358332, 13.12
0LS1, 30.2238889, -92.77861118, 29.86
0LS4, 30.80869462, -92.18795568, 46.92
